Direction,From,To,Time (UTC),Time (local),Message,Profile,Origin path,Is deleted,Label
Incoming,Julie Watts,Virginia Johnson,01/10/2025 06:39,01/10/2025 14:39,later go movie,,,False,normal
Outgoing,Wendy Snyder,Maria Oconnor,01/17/2025 18:53,01/18/2025 02:53,game tonight,,,False,normal
Outgoing,Kenneth Simmons,Kenneth Gaines,01/22/2025 21:03,01/23/2025 05:03,working late,,,False,normal
Incoming,Jason Keller,Christopher Cooper,01/08/2025 05:40,01/08/2025 13:40,gram,,,False,drug
Incoming,Caroline Pearson,Meghan Graham,01/14/2025 20:44,01/15/2025 04:44,on the way,,,False,normal
Incoming,Grace Hester,Marc Meza,01/14/2025 08:07,01/14/2025 16:07,working late,,,False,normal
Outgoing,Kathleen Vazquez,Amy Carr,01/10/2025 23:40,01/11/2025 07:40,working late,,,False,normal
Outgoing,Douglas Davis,Dwayne Lee,01/21/2025 02:22,01/21/2025 10:22,working late,,,False,normal
Outgoing,Don Pena,Timothy Marsh,01/10/2025 10:24,01/10/2025 18:24,meeting at 3pm,,,False,normal
Outgoing,Timothy Smith,Krystal Choi,01/09/2025 10:27,01/09/2025 18:27,stuff,,,False,drug
Outgoing,Rodney Bennett,Preston Stewart,01/06/2025 04:09,01/06/2025 12:09,paket,,,False,drug
Outgoing,Vanessa Evans,John Torres,01/16/2025 20:41,01/17/2025 04:41,family dinner,,,False,normal
Incoming,Joanna Johnson,Teresa Martin,01/19/2025 09:50,01/19/2025 17:50,ok see you tomorrow,,,False,normal
Outgoing,Edward Lewis,Mr. Brian Thompson,01/08/2025 18:43,01/09/2025 02:43,pil kuda,,,False,drug
Outgoing,Mike Levine,Kristie Walker,01/15/2025 21:38,01/16/2025 05:38,drive safe,,,False,normal
Incoming,Heather Caldwell,Jake Robinson,01/13/2025 21:49,01/14/2025 05:49,football match best,,,False,normal
Incoming,Rebecca Carter,Michael Webster,01/13/2025 12:20,01/13/2025 20:20,how are you?,,,False,normal
Incoming,Carolyn Jones,Patrick Bryan,01/08/2025 20:22,01/09/2025 04:22,白粉,,,False,drug
Incoming,Hailey Burton,Lori Curry,01/16/2025 04:12,01/16/2025 12:12,how are you?,,,False,normal
Outgoing,Sarah Lawrence,Meredith Dixon,01/06/2025 22:20,01/07/2025 06:20,port biasa,,,False,drug
Outgoing,Anthony Mathews,Jesus Smith,01/14/2025 04:55,01/14/2025 12:55,family dinner,,,False,normal
Outgoing,Matthew Golden,Dr. Ellen Conrad PhD,01/05/2025 22:14,01/06/2025 06:14,half g,,,False,drug
Incoming,Matthew Watson,Nancy Smith,01/11/2025 23:09,01/12/2025 07:09,football match best,,,False,normal
Incoming,Mrs. Joan Baker MD,Joseph Rodriguez,01/16/2025 02:25,01/16/2025 10:25,lunch break,,,False,normal
Incoming,Brent Willis,Erica Miller,01/20/2025 15:10,01/20/2025 23:10,family dinner,,,False,normal
Incoming,Steven Parsons,Jacob Crawford,01/22/2025 21:37,01/23/2025 05:37,football match best,,,False,normal
Outgoing,Dennis Hodge,Linda Ritter,01/22/2025 02:47,01/22/2025 10:47,family dinner,,,False,normal
Outgoing,Carol Adams MD,Timothy Murphy,01/13/2025 16:53,01/14/2025 00:53,family dinner,,,False,normal
Incoming,Michele Grimes,Sarah Nelson,01/17/2025 06:43,01/17/2025 14:43,on the way,,,False,normal
Outgoing,Theresa Mills,Emily Shah,01/18/2025 02:41,01/18/2025 10:41,how are you?,,,False,normal
Outgoing,Tonya Noble,Robert Morales,01/12/2025 06:11,01/12/2025 14:11,lunch break,,,False,normal
Outgoing,Adam Gordon,Marvin Foster,01/04/2025 11:00,01/04/2025 19:00,货 ready,,,False,drug
Outgoing,Olivia Moore,Richard Bailey,01/15/2025 13:39,01/15/2025 21:39,shopping,,,False,normal
Outgoing,Linda Sanford,Sharon Anderson,01/17/2025 23:39,01/18/2025 07:39,ok see you tomorrow,,,False,normal
Incoming,Paul Anderson,Christina Cross,01/12/2025 02:38,01/12/2025 10:38,good night,,,False,normal
Incoming,Jordan Buchanan,David Murray,01/13/2025 14:26,01/13/2025 22:26,later go movie,,,False,normal
Incoming,Lydia Miranda,Douglas Schaefer,01/05/2025 16:42,01/06/2025 00:42,one g,,,False,drug
Outgoing,Maria Miller,Charles Ruiz,01/05/2025 13:49,01/05/2025 21:49,货 ada,,,False,drug
Incoming,Steven Bryan,Curtis Daniels,01/16/2025 01:18,01/16/2025 09:18,meeting at 3pm,,,False,normal
Outgoing,David Gonzalez,Deborah Gardner,01/05/2025 05:55,01/05/2025 13:55,gram,,,False,drug
Outgoing,Susan Perry,Jason Watson,01/13/2025 03:43,01/13/2025 11:43,jalan-jalan,,,False,normal
Outgoing,Lori Harris,Patricia Singleton,01/04/2025 14:07,01/04/2025 22:07,half g,,,False,drug
Incoming,Sandra Suarez,Kenneth Green,01/12/2025 16:33,01/13/2025 00:33,see you at mall,,,False,normal
Outgoing,Teresa Johnson,Christian Rodriguez,01/18/2025 06:27,01/18/2025 14:27,drive safe,,,False,normal
Outgoing,Jacob Smith,Andrea Johnson,01/12/2025 03:49,01/12/2025 11:49,good night,,,False,normal
Incoming,Mr. Matthew Robinson,Heather Hess,01/04/2025 15:07,01/04/2025 23:07,barang ori,,,False,drug
Outgoing,Melissa Barr,Eric Davis,01/13/2025 02:28,01/13/2025 10:28,apa khabar?,,,False,normal
Incoming,Deborah Lam,Jose Lewis,01/22/2025 10:29,01/22/2025 18:29,how are you?,,,False,normal
Incoming,Raymond Garcia,Melissa Burke,01/03/2025 02:04,01/03/2025 10:04,货 ready,,,False,drug
Incoming,Larry Meyer,John Barnes,01/06/2025 07:49,01/06/2025 15:49,火,,,False,drug
Outgoing,David Brown,Lisa Walters,01/09/2025 02:13,01/09/2025 10:13,half g,,,False,drug
Incoming,Angela Thornton,Anthony Jones,01/12/2025 11:09,01/12/2025 19:09,catch up later,,,False,normal
Incoming,Holly Wilson,Susan Young,01/15/2025 10:16,01/15/2025 18:16,football match best,,,False,normal
Outgoing,Angela Thompson,Felicia Hansen,01/21/2025 03:27,01/21/2025 11:27,meeting at 3pm,,,False,normal
Incoming,Carol Bradley,Tanya Lawson,01/12/2025 08:46,01/12/2025 16:46,holiday plan,,,False,normal
Outgoing,Andre Li,Michael Wong,01/09/2025 14:09,01/09/2025 22:09,syabu,,,False,drug
Outgoing,Mark Stewart,Mandy Cooke,01/19/2025 18:58,01/20/2025 02:58,on the way,,,False,normal
Outgoing,Pamela Wallace,Julia Wood MD,01/09/2025 03:08,01/09/2025 11:08,paket,,,False,drug
Outgoing,Samuel Thomas,Audrey Harrington,01/12/2025 07:44,01/12/2025 15:44,good night,,,False,normal
Outgoing,Jermaine Taylor,Samuel Pearson,01/14/2025 03:35,01/14/2025 11:35,holiday plan,,,False,normal
Incoming,Jasmine Brewer,Christine Hernandez,01/17/2025 07:27,01/17/2025 15:27,game tonight,,,False,normal
Incoming,William Sullivan,Patricia Smith,01/16/2025 14:49,01/16/2025 22:49,apa khabar?,,,False,normal
Incoming,Lisa Bush,Kelly King,01/20/2025 20:05,01/21/2025 04:05,jalan-jalan,,,False,normal
Incoming,Leslie Hogan,Theresa Bowman,01/17/2025 16:00,01/18/2025 00:00,jom makan,,,False,normal
Incoming,Allison Gonzalez,James Lozano,01/02/2025 04:20,01/02/2025 12:20,syabu,,,False,drug
Incoming,Nicholas Miller,Robert Collier,01/07/2025 03:13,01/07/2025 11:13,port biasa,,,False,drug
Incoming,Catherine Turner,Colleen Allen,01/22/2025 11:02,01/22/2025 19:02,how are you?,,,False,normal
Outgoing,Misty Haley,Sandra Golden,01/17/2025 11:20,01/17/2025 19:20,game tonight,,,False,normal
Outgoing,George Bell Jr.,Katie Hoffman,01/18/2025 04:59,01/18/2025 12:59,how are you?,,,False,normal
Outgoing,Kimberly Garza,Matthew Torres,01/02/2025 16:54,01/03/2025 00:54,line clear,,,False,drug
Outgoing,Amanda Mitchell,Danny Warner,01/12/2025 09:18,01/12/2025 17:18,catch up later,,,False,normal
Incoming,Kara Gray,Craig Roberts,01/06/2025 21:26,01/07/2025 05:26,line clear,,,False,drug
Incoming,Hannah Nash,Travis Martinez,01/20/2025 17:25,01/21/2025 01:25,shopping,,,False,normal
Outgoing,Jennifer Phillips,Andrea Barker,01/06/2025 13:29,01/06/2025 21:29,白粉,,,False,drug
Outgoing,Jennifer Martinez,Theresa Lindsey,01/15/2025 17:03,01/16/2025 01:03,football match best,,,False,normal
Incoming,Brianna Avila,Cody Mills,01/13/2025 17:11,01/14/2025 01:11,drive safe,,,False,normal
Outgoing,Bradley Armstrong,Julie Taylor,01/14/2025 04:31,01/14/2025 12:31,apa khabar?,,,False,normal
Incoming,Pamela Powell,John Reynolds,01/18/2025 11:25,01/18/2025 19:25,see you at mall,,,False,normal
Incoming,William Johnson,John Miller,01/22/2025 18:55,01/23/2025 02:55,family dinner,,,False,normal
Outgoing,Sarah Smith,Megan Martinez,01/16/2025 04:44,01/16/2025 12:44,on the way,,,False,normal
Incoming,Richard Sherman,Angela Davis,01/13/2025 06:37,01/13/2025 14:37,game tonight,,,False,normal
Incoming,Anna Munoz,Sarah Smith,01/17/2025 20:22,01/18/2025 04:22,lunch break,,,False,normal
Incoming,Katie Caldwell,Kimberly Blake,01/06/2025 02:33,01/06/2025 10:33,ambil barang,,,False,drug
Outgoing,Brianna Herrera,Tina Barker,01/22/2025 01:05,01/22/2025 09:05,exam coming soon,,,False,normal
Outgoing,Kendra Ryan,Bradley Smith,01/08/2025 00:13,01/08/2025 08:13,pil kuda,,,False,drug
Outgoing,Mark James,Christopher Schneider,01/06/2025 15:34,01/06/2025 23:34,冰毒,,,False,drug
Incoming,Robert Haynes,Julie Taylor,01/18/2025 12:38,01/18/2025 20:38,exam coming soon,,,False,normal
Outgoing,Cheryl Lutz,Lisa Liu,01/21/2025 05:14,01/21/2025 13:14,apa khabar?,,,False,normal
Outgoing,Alexander Petersen,Julie Wilson,01/15/2025 16:03,01/16/2025 00:03,assignment siap?,,,False,normal
Outgoing,Derek Bowman,Rodney Hall,01/08/2025 02:24,01/08/2025 10:24,pil kuda,,,False,drug
Incoming,Linda Carlson,Alexis Brown,01/16/2025 11:40,01/16/2025 19:40,later go movie,,,False,normal
Incoming,Craig Gonzalez,Cynthia Evans,01/17/2025 18:40,01/18/2025 02:40,see you at mall,,,False,normal
Outgoing,Melanie Hawkins,David Dillon,01/22/2025 00:00,01/22/2025 08:00,family dinner,,,False,normal
Incoming,Chris Maxwell,Michael Little,01/21/2025 13:06,01/21/2025 21:06,working late,,,False,normal
Outgoing,Jason Hendricks,Theodore Martinez,01/08/2025 22:04,01/09/2025 06:04,rehab tak?,,,False,drug
Outgoing,Amanda Castro,Alison Smith,01/21/2025 00:49,01/21/2025 08:49,holiday plan,,,False,normal
Outgoing,Tamara Parker,Christopher Jones,01/21/2025 22:11,01/22/2025 06:11,exam coming soon,,,False,normal
Incoming,Brittney Herring,Paul Wilson,01/19/2025 13:18,01/19/2025 21:18,ok see you tomorrow,,,False,normal
Incoming,Robert Duncan,Jason Bonilla,01/11/2025 05:41,01/11/2025 13:41,jom makan,,,False,normal
Incoming,David Chaney Jr.,Susan Smith,01/08/2025 22:52,01/09/2025 06:52,check line,,,False,drug
Outgoing,Scott Ramirez,Alyssa Ramirez,01/05/2025 09:31,01/05/2025 17:31,ice,,,False,drug
Incoming,Maria Armstrong,Randy Johnson,01/04/2025 17:04,01/05/2025 01:04,ambil barang,,,False,drug
Outgoing,Wendy Cooper,Michelle Walker,01/02/2025 23:32,01/03/2025 07:32,ice,,,False,drug
Outgoing,Brittney Johnston,Christopher Weber,01/16/2025 16:04,01/17/2025 00:04,game tonight,,,False,normal
Outgoing,Gregory Chapman,Jesse Patterson,01/22/2025 17:41,01/23/2025 01:41,how are you?,,,False,normal
Outgoing,Timothy Solomon,Jasmine Smith,01/07/2025 06:19,01/07/2025 14:19,rehab tak?,,,False,drug
Outgoing,Ronald Mathews,Kimberly Strong,01/07/2025 05:58,01/07/2025 13:58,pil kuda,,,False,drug
Outgoing,Amber Moore,Victoria Collins,01/10/2025 11:41,01/10/2025 19:41,football match best,,,False,normal
Outgoing,Ryan Gray,Bryan Olson,01/05/2025 18:58,01/06/2025 02:58,syabu,,,False,drug
Outgoing,Richard Smith,Jacqueline Brown,01/05/2025 14:23,01/05/2025 22:23,冰毒,,,False,drug
Outgoing,Kristie Barajas,Amy Wells PhD,01/21/2025 19:33,01/22/2025 03:33,family dinner,,,False,normal
Outgoing,Karen Miller,Jaime Little,01/15/2025 04:35,01/15/2025 12:35,good night,,,False,normal
Outgoing,Stephanie Erickson,Peggy Wilson,01/05/2025 19:18,01/06/2025 03:18,stuff,,,False,drug
Incoming,Erin Bush,Brooke Cardenas,01/16/2025 01:33,01/16/2025 09:33,catch up later,,,False,normal
Incoming,Paul Fisher,Thomas Smith,01/12/2025 02:52,01/12/2025 10:52,on the way,,,False,normal
Incoming,John Dickson,Theodore Matthews,01/20/2025 05:26,01/20/2025 13:26,working late,,,False,normal
Incoming,Edward Wilson,Matthew Phelps,01/07/2025 00:29,01/07/2025 08:29,ambil barang,,,False,drug
Outgoing,Danielle Rogers,Brittany Haley,01/18/2025 18:06,01/19/2025 02:06,on the way,,,False,normal
Outgoing,Victoria Hammond,Robert Carroll,01/13/2025 05:12,01/13/2025 13:12,jalan-jalan,,,False,normal
Incoming,Susan Livingston,Linda Hughes,01/02/2025 08:03,01/02/2025 16:03,one g,,,False,drug
Incoming,Spencer Graham,Ashley Campbell,01/06/2025 01:52,01/06/2025 09:52,paket,,,False,drug
Outgoing,Frances Underwood,Glenn Scott,01/13/2025 08:37,01/13/2025 16:37,jalan-jalan,,,False,normal
Incoming,Robin Chung MD,Jessica Wood,01/14/2025 07:13,01/14/2025 15:13,on the way,,,False,normal
Outgoing,Derek Calhoun,Seth Williams,01/01/2025 11:51,01/01/2025 19:51,pil kuda,,,False,drug
Outgoing,Todd Brown,Brian Hernandez,01/22/2025 22:29,01/23/2025 06:29,later go movie,,,False,normal
Incoming,Bridget Moore,Amy Morrow,01/07/2025 07:52,01/07/2025 15:52,stuff,,,False,drug
Incoming,Douglas Anderson,Jessica Edwards,01/06/2025 13:47,01/06/2025 21:47,冰毒,,,False,drug
Incoming,Joshua Hernandez,Howard Hall,01/02/2025 09:09,01/02/2025 17:09,白粉,,,False,drug
Incoming,John Lopez,Jennifer Young,01/15/2025 07:17,01/15/2025 15:17,meeting at 3pm,,,False,normal
Outgoing,Gabrielle Reid,Corey Davis MD,01/07/2025 14:53,01/07/2025 22:53,ambil barang,,,False,drug
Incoming,Michele Hall,Marc Jones,01/07/2025 12:12,01/07/2025 20:12,货 ready,,,False,drug
Outgoing,Diane Chavez,Christopher Torres,01/09/2025 02:38,01/09/2025 10:38,货 ready,,,False,drug
Incoming,Kyle Lopez,Sarah Pearson,01/17/2025 16:28,01/18/2025 00:28,later go movie,,,False,normal
Incoming,Melinda Watson,Justin Flores,01/08/2025 18:33,01/09/2025 02:33,check line,,,False,drug
Incoming,Stacey Allen,Gregory Foster,01/05/2025 19:43,01/06/2025 03:43,ambil barang,,,False,drug
Incoming,Rita Curry,Carla Bowman,01/21/2025 09:54,01/21/2025 17:54,shopping,,,False,normal
Incoming,Michael Lewis,Linda Lopez,01/17/2025 21:14,01/18/2025 05:14,jalan-jalan,,,False,normal
Outgoing,Suzanne Barton,Allison Durham,01/08/2025 20:15,01/09/2025 04:15,stuff,,,False,drug
Outgoing,Ian Schmidt,Zachary Hall,01/18/2025 06:04,01/18/2025 14:04,ok see you tomorrow,,,False,normal
Outgoing,Kathy Harris,Suzanne Roberts,01/15/2025 16:57,01/16/2025 00:57,good night,,,False,normal
Incoming,Patricia Stokes,Gabriella Williams,01/06/2025 04:39,01/06/2025 12:39,pil kuda,,,False,drug
Outgoing,Jason Andrews,Sandy Thomas,01/22/2025 19:35,01/23/2025 03:35,game tonight,,,False,normal
Outgoing,Kimberly Smith,Richard Martin,01/03/2025 21:10,01/04/2025 05:10,ambil barang,,,False,drug
Outgoing,Beth White,Amy Rhodes,01/19/2025 00:23,01/19/2025 08:23,football match best,,,False,normal
Incoming,Christine Levine,Ian Davis,01/12/2025 11:15,01/12/2025 19:15,see you at mall,,,False,normal
Incoming,Stephen Lopez,Michael Williams II,01/16/2025 23:07,01/17/2025 07:07,lunch break,,,False,normal
Outgoing,Melinda Ford,Mark May,01/13/2025 13:42,01/13/2025 21:42,shopping,,,False,normal
Incoming,Stephanie Davis,Joshua Williams,01/22/2025 11:39,01/22/2025 19:39,exam coming soon,,,False,normal
Incoming,Brenda Lucas,Belinda Kelly,01/04/2025 12:29,01/04/2025 20:29,paket,,,False,drug
Incoming,Christian Sanchez,Elizabeth Wilson,01/19/2025 12:10,01/19/2025 20:10,catch up later,,,False,normal
Incoming,Brittany Fitzpatrick,Kimberly Garza DDS,01/02/2025 19:16,01/03/2025 03:16,ambil barang,,,False,drug
Incoming,Kyle Christensen,Maria Mathis,01/21/2025 20:28,01/22/2025 04:28,meeting at 3pm,,,False,normal
Incoming,Michael Morris,Aaron Ross,01/06/2025 09:05,01/06/2025 17:05,half g,,,False,drug
Outgoing,Ronald Shaw,Michael Myers,01/14/2025 22:50,01/15/2025 06:50,exam coming soon,,,False,normal
Outgoing,Juan Baker,Kimberly Dodson,01/18/2025 10:09,01/18/2025 18:09,shopping,,,False,normal
Outgoing,Dean Cochran,Christine Butler,01/14/2025 20:01,01/15/2025 04:01,football match best,,,False,normal
Outgoing,Shane Hall,Alison Mcgee,01/01/2025 23:50,01/02/2025 07:50,ambil barang,,,False,drug
Incoming,Jeffrey Schmidt,Jennifer Miller,01/09/2025 01:44,01/09/2025 09:44,check line,,,False,drug
Incoming,Daniel Oliver,Emma Mcgee,01/05/2025 09:05,01/05/2025 17:05,货 ready,,,False,drug
Outgoing,Amy Golden MD,Mrs. Sheila Weeks MD,01/07/2025 09:50,01/07/2025 17:50,syabu,,,False,drug
Outgoing,Michael Baldwin,Thomas Kramer,01/15/2025 09:41,01/15/2025 17:41,working late,,,False,normal
Incoming,Jonathan Wright,Ms. Susan Campbell,01/17/2025 16:42,01/18/2025 00:42,later go movie,,,False,normal
Incoming,Jorge Travis,Joshua Jones,01/15/2025 18:06,01/16/2025 02:06,football match best,,,False,normal
Outgoing,Paul Johnson,Christine Shepherd,01/22/2025 08:23,01/22/2025 16:23,assignment siap?,,,False,normal
Incoming,Henry Patel,Christopher Kelly,01/01/2025 14:21,01/01/2025 22:21,火,,,False,drug
Incoming,Thomas Clements,Jennifer Harris,01/12/2025 07:55,01/12/2025 15:55,see you at mall,,,False,normal
Incoming,Glenn Gomez,Michael Franco,01/20/2025 11:45,01/20/2025 19:45,ok see you tomorrow,,,False,normal
Outgoing,Becky Turner,Alexandra Bray,01/17/2025 00:39,01/17/2025 08:39,jom makan,,,False,normal
Incoming,Kathleen Silva,Lisa Ford,01/02/2025 05:22,01/02/2025 13:22,ambil barang,,,False,drug
Outgoing,Jennifer Curtis,Ricky Harrell,01/22/2025 17:11,01/23/2025 01:11,jom makan,,,False,normal
Incoming,Mr. Michael Robinson,Kelly Hamilton,01/19/2025 23:45,01/20/2025 07:45,holiday plan,,,False,normal
Outgoing,Rebecca Ferrell,Jonathan Austin,01/15/2025 17:33,01/16/2025 01:33,jom makan,,,False,normal
Incoming,Deborah Smith,Jennifer Snyder,01/05/2025 11:46,01/05/2025 19:46,stuff,,,False,drug
Outgoing,Taylor Cole,Lindsay Greene,01/06/2025 03:32,01/06/2025 11:32,smoke,,,False,drug
Outgoing,Tiffany Kim,Julie Watts,01/08/2025 04:16,01/08/2025 12:16,火,,,False,drug
Incoming,Robert Middleton,Larry Mendoza,01/07/2025 02:07,01/07/2025 10:07,syabu,,,False,drug
Incoming,Edward Cisneros,Gloria Lynch,01/04/2025 21:32,01/05/2025 05:32,rehab tak?,,,False,drug
Incoming,Emily Robinson,Aaron Bautista,01/08/2025 19:10,01/09/2025 03:10,check line,,,False,drug
Incoming,Seth Ryan,Tamara Walton,01/11/2025 01:41,01/11/2025 09:41,apa khabar?,,,False,normal
Incoming,Erin Harris,Joel Rasmussen,01/02/2025 19:09,01/03/2025 03:09,one g,,,False,drug
Outgoing,Nancy James,Robert Ross,01/10/2025 22:58,01/11/2025 06:58,lunch break,,,False,normal
Outgoing,Katrina Espinoza,Kenneth Spence,01/21/2025 03:52,01/21/2025 11:52,on the way,,,False,normal
Outgoing,Cody Nichols,Katherine Scott,01/14/2025 16:48,01/15/2025 00:48,how are you?,,,False,normal
Outgoing,Michelle Hernandez,Megan Wilson,01/09/2025 03:11,01/09/2025 11:11,货 ready,,,False,drug
Outgoing,Carolyn Howard,Mary Harris,01/03/2025 20:42,01/04/2025 04:42,budak hantar,,,False,drug
Incoming,Natalie Curtis,Lacey Harper,01/22/2025 13:11,01/22/2025 21:11,exam coming soon,,,False,normal
Outgoing,Patricia Griffin,Karen Tate,01/06/2025 07:47,01/06/2025 15:47,rehab tak?,,,False,drug
Outgoing,Anne Franklin DVM,Brian Odom,01/17/2025 11:45,01/17/2025 19:45,jom makan,,,False,normal
Incoming,Carolyn Mcmillan,Seth Hall,01/14/2025 00:01,01/14/2025 08:01,on the way,,,False,normal
Outgoing,Ashley Jimenez,Kristin Richardson,01/18/2025 19:50,01/19/2025 03:50,drive safe,,,False,normal
Incoming,Taylor Thomas,Ashley Wagner,01/04/2025 10:48,01/04/2025 18:48,货 ada,,,False,drug
Incoming,Cynthia Harrison,Crystal Taylor,01/22/2025 11:24,01/22/2025 19:24,jalan-jalan,,,False,normal
Incoming,Kara Acosta,Christopher Walker,01/14/2025 08:45,01/14/2025 16:45,jom makan,,,False,normal
Incoming,Alicia Warren,Rachel Stout,01/17/2025 10:37,01/17/2025 18:37,on the way,,,False,normal
Outgoing,Jeffrey Walker,Bryan Obrien,01/14/2025 05:55,01/14/2025 13:55,assignment siap?,,,False,normal
Incoming,Duane Morgan,Jamie Schaefer,01/15/2025 00:07,01/15/2025 08:07,working late,,,False,normal
Outgoing,Jasmine Smith,Michael Rogers,01/20/2025 12:27,01/20/2025 20:27,see you at mall,,,False,normal
Outgoing,Karl Richardson,Michelle Francis,01/11/2025 11:18,01/11/2025 19:18,assignment siap?,,,False,normal
Incoming,Melanie Tucker,Justin Fuller,01/08/2025 14:40,01/08/2025 22:40,ice,,,False,drug
Outgoing,Michelle Carson,Garrett Brewer,01/03/2025 03:07,01/03/2025 11:07,冰毒,,,False,drug
Incoming,Harold Harrell,Jesse Watkins,01/01/2025 12:10,01/01/2025 20:10,port biasa,,,False,drug
Incoming,Lonnie Miller,Matthew Hart,01/04/2025 01:33,01/04/2025 09:33,budak hantar,,,False,drug
Incoming,Joseph Sanders,Crystal Hicks,01/04/2025 02:03,01/04/2025 10:03,line clear,,,False,drug
Incoming,Bradley Hoover,Sarah Cline,01/11/2025 22:11,01/12/2025 06:11,assignment siap?,,,False,normal
Incoming,Jennifer Lopez,Carrie Moore,01/16/2025 20:21,01/17/2025 04:21,good night,,,False,normal
Incoming,Carl Massey,Matthew Walton,01/05/2025 08:03,01/05/2025 16:03,白粉,,,False,drug
Outgoing,Michael Campbell,Megan Moore,01/04/2025 18:02,01/05/2025 02:02,budak hantar,,,False,drug
Incoming,Shannon Myers,Thomas Roberts,01/22/2025 13:43,01/22/2025 21:43,good night,,,False,normal
Incoming,Vanessa Wilson,Sean Haynes,01/13/2025 04:07,01/13/2025 12:07,apa khabar?,,,False,normal
Incoming,Robert Snyder,Leslie Schroeder,01/22/2025 12:00,01/22/2025 20:00,working late,,,False,normal
Outgoing,Jose Alvarez,Leslie Martinez MD,01/10/2025 21:00,01/11/2025 05:00,holiday plan,,,False,normal
Incoming,Timothy Miller,Sarah Gardner DVM,01/18/2025 16:15,01/19/2025 00:15,jom makan,,,False,normal
Incoming,Virginia Contreras,Gregory Garcia,01/18/2025 03:44,01/18/2025 11:44,assignment siap?,,,False,normal
Outgoing,Catherine Scott,Sally Martin,01/03/2025 01:01,01/03/2025 09:01,syabu,,,False,drug
Incoming,David Cox,Charles Pham DVM,01/19/2025 05:06,01/19/2025 13:06,on the way,,,False,normal
Incoming,Jimmy Jones,Misty Carter,01/21/2025 22:56,01/22/2025 06:56,on the way,,,False,normal
Outgoing,Jessica Porter,Todd Harvey,01/19/2025 11:29,01/19/2025 19:29,football match best,,,False,normal
Incoming,Robert Parker,Jessica Bryant,01/11/2025 23:08,01/12/2025 07:08,football match best,,,False,normal
Incoming,Lindsey English,Jessica Spencer,01/07/2025 10:37,01/07/2025 18:37,pil kuda,,,False,drug
Incoming,Tracy Khan,Laura Mcguire,01/13/2025 02:58,01/13/2025 10:58,football match best,,,False,normal
Outgoing,Ethan Russell,Pamela Walsh,01/21/2025 20:52,01/22/2025 04:52,exam coming soon,,,False,normal
Incoming,Jack Gutierrez,Andrea Rodriguez,01/04/2025 09:48,01/04/2025 17:48,货 ready,,,False,drug
Incoming,Sarah Johnson,Karen Jones,01/19/2025 13:44,01/19/2025 21:44,holiday plan,,,False,normal
Outgoing,Leslie Foster,Nancy Carroll,01/20/2025 14:36,01/20/2025 22:36,exam coming soon,,,False,normal
Incoming,Derek Williams,Hunter Smith,01/09/2025 06:49,01/09/2025 14:49,smoke,,,False,drug
Outgoing,Kari Cruz,Jack Santos,01/01/2025 22:01,01/02/2025 06:01,白粉,,,False,drug
Outgoing,Danielle Cook,Mr. Joseph Jones,01/02/2025 16:53,01/03/2025 00:53,line clear,,,False,drug
Outgoing,Matthew Brown,Megan Lopez,01/11/2025 20:34,01/12/2025 04:34,on the way,,,False,normal
Incoming,Jessica Lewis,Dennis Young,01/16/2025 16:23,01/17/2025 00:23,jom makan,,,False,normal
Outgoing,Fernando Mitchell,Miss Erica Davis,01/22/2025 18:02,01/23/2025 02:02,meeting at 3pm,,,False,normal
Incoming,Jamie Simmons,Tina Cooley,01/15/2025 23:19,01/16/2025 07:19,see you at mall,,,False,normal
Outgoing,Dominic Lutz,Christopher Lopez,01/01/2025 22:15,01/02/2025 06:15,stuff,,,False,drug
Outgoing,Kelly Brady,Joshua Cross,01/12/2025 21:42,01/13/2025 05:42,good night,,,False,normal
Incoming,Tina Taylor,Kimberly Brock,01/07/2025 23:50,01/08/2025 07:50,port biasa,,,False,drug
Incoming,Deborah Davidson,Catherine Nelson,01/17/2025 03:13,01/17/2025 11:13,catch up later,,,False,normal
Outgoing,Jessica Dennis,Adam George,01/17/2025 22:33,01/18/2025 06:33,shopping,,,False,normal
Incoming,Jonathan Garcia,Diane Kelly,01/05/2025 13:03,01/05/2025 21:03,ubat kuat,,,False,drug
Outgoing,Amanda Franco,Erik Kidd,01/13/2025 10:54,01/13/2025 18:54,ok see you tomorrow,,,False,normal
Outgoing,Kathy Ortiz,Jared Zimmerman,01/21/2025 11:42,01/21/2025 19:42,shopping,,,False,normal
Incoming,Kevin Fitzpatrick,Jessica Parks,01/16/2025 03:24,01/16/2025 11:24,shopping,,,False,normal
Incoming,Anne Williams,Donald Fuller DDS,01/20/2025 04:07,01/20/2025 12:07,ok see you tomorrow,,,False,normal
Outgoing,Christina Chavez,Jill Golden,01/19/2025 14:15,01/19/2025 22:15,ok see you tomorrow,,,False,normal
Outgoing,Lori Fleming,Janet Patrick,01/03/2025 06:27,01/03/2025 14:27,one g,,,False,drug
Outgoing,Jill Soto,Sean Ellis,01/16/2025 17:11,01/17/2025 01:11,lunch break,,,False,normal
Incoming,Sarah Parker,Joy Mccann,01/19/2025 04:44,01/19/2025 12:44,lunch break,,,False,normal
Incoming,Veronica Keller,Amanda Johnson,01/18/2025 01:32,01/18/2025 09:32,working late,,,False,normal
Outgoing,Anthony Michael,Christopher Lopez,01/04/2025 12:00,01/04/2025 20:00,白粉,,,False,drug
